Temperature,CO2,Humidity,HumidityRatio,Light,WorkHours,Occupancy
22.2,1114.5,27.025,0.004473108,444,1,1
22.2,1121.25,27.1,0.004485611,460,1,1
22.2,1124,27.1,0.004485611,460,1,1
22.175,1127.25,27.175,0.004491221,454.75,1,1
22.175,1136,27.125,0.004482898,460,1,1
22.175,1127.75,27.125,0.004482898,458.5,1,1
22.2,1122.5,27.1,0.004485611,461.5,1,1
22.2,1118,27.1,0.004485611,464,1,1
22.2,1110,27.1,0.004485611,465.6666667,1,1
22.2,1115,27.075,0.004481443,481.5,1,1
22.2,1119.75,27.1,0.004485611,474,1,1
22.2,1114,27,0.00446894,486.5,1,1
22.175,1104.75,27,0.004462091,471.5,1,1
22.2,1099.333333,27.06666667,0.004480054,474,1,1
22.2,1097.75,27,0.00446894,481.5,1,1
22.2,1093.5,26.945,0.004459771,489,1,1
22.2,1088,27,0.00446894,504,1,1
22.2,1083.666667,27,0.00446894,502.3333333,1,1
22.2,1085.5,27,0.00446894,524,1,1
22.2,1086.5,26.96333333,0.004462827,550,1,1
22.2,1081.8,26.84,0.004442268,554.2,1,1
22.26,1081,26.85666667,0.004461432,562.3333333,1,1
22.29,1063.25,26.865,0.004471042,568.5,1,1
22.315,1063,26.865,0.004477898,606.5,1,1
22.39,1078,26.79,0.004485874,696.5,1,1
22.39,1086,26.9725,0.004516655,657.25,1,1
22.42666667,1098.333333,27,0.004531459,744,1,1
22.4725,1099,26.89,0.004525545,708.75,1,1
22.53333333,1092.333333,26.82333333,0.004531083,607,1,1
22.575,1093.5,26.84,0.004545492,660,1,1
22.6,1100.5,26.79,0.004543905,688.5,1,1
22.6,1102,26.815,0.004548177,558,1,1
22.6,1105,26.85666667,0.004555296,661.3333333,1,1
22.675,1111.25,26.89,0.004581955,665.5,1,1
22.66666667,1108.333333,26.96333333,0.004592203,647.6666667,1,1
22.7,1124.25,27.075,0.004620769,638,1,1
22.7225,1125.25,26.7475,0.004570746,558,1,1
22.7,1106,26.89,0.004588962,534,1,1
22.7,1110.333333,26.89,0.004588962,520,1,1
22.7,1117.5,26.9175,0.00459369,513.5,1,1
22.7,1120,26.89,0.004588962,531.25,1,0
22.7,1113.666667,26.89,0.004588962,539,1,0
22.7,1104.75,26.89,0.004588962,545.75,1,0
22.675,1103.25,26.865,0.004577664,604.75,1,0
22.7,1102.75,26.815,0.004576069,597.25,1,0
22.7,1090,26.7,0.0045563,528,1,0
22.7,1086.25,26.7,0.0045563,521,1,0
22.7,1083.666667,26.66666667,0.00455057,535.6666667,1,0
22.675,1078.5,26.575,0.00452789,533.25,1,0
22.65,1064.75,26.55,0.004516692,523.75,1,0
22.66666667,1053,26.56666667,0.004524155,524,1,0
22.65,1051,26.55,0.004516692,521,1,1
22.625,1041,26.4975,0.004500811,536.25,1,1
22.6,1039,26.39,0.004475572,548.3333333,1,1
22.625,1037.5,26.4975,0.004500811,565.75,1,1
22.625,1043,26.525,0.004505516,584.5,1,1
22.6,1046.333333,26.5,0.004494363,535,1,1
22.6,1045.333333,26.5,0.004494363,546.3333333,1,1
22.6,1035.75,26.5,0.004494363,630.5,1,1
22.63333333,1029.666667,26.46,0.004496686,570.6666667,1,1
22.65,1034,26.495,0.004507267,630,1,1
22.675,1038.5,26.525,0.004519309,732.75,1,1
22.7225,1027,26.4725,0.004523411,686.25,1,1
22.76,1022,26.39,0.004519554,635.5,1,0
22.85666667,1024.75,26.32333333,0.004534741,676,1,0
22.89,1020,26.245,0.004530356,567.25,1,0
22.89,1015.5,26.2,0.004522532,582.5,1,0
22.89,1007,26.1,0.004505145,618.75,1,0
22.89,997.5,26.175,0.004518185,579.25,1,0
22.89,1002,26.13333333,0.00451094,590.3333333,1,0
22.89,1000,26.1,0.004505145,584.5,1,0
22.89,997.75,26,0.004487759,564,1,0
22.89,987,25.945,0.004478198,534,1,1
22.84,983,25.9175,0.004459787,496.5,1,1
22.82333333,983,25.85666667,0.00444472,340.6666667,1,1
22.79,979,25.865,0.004437124,38.75,1,0
22.79,977,25.82333333,0.004429925,31,1,0
22.79,961.5,25.9725,0.004455697,26.75,1,0
22.745,963.25,26,0.004448207,22,1,0
22.7,974,26,0.004435995,13,1,0
22.7,965.25,26.075,0.004448882,31,1,0
22.66666667,962.3333333,26.06666667,0.0044384,32.66666667,1,0
22.6,957,26.05,0.004417501,33.5,1,0
22.6,949.5,26.1,0.00442604,28,1,0
22.56666667,950.3333333,26.1,0.004417027,31,1,0
22.525,949.5,26.1,0.004405783,33.5,1,0
22.5,948.75,26.1,0.004399048,31,1,0
22.5,944,26.1,0.004399048,31,1,0
22.4175,934.5,26.05,0.004368445,33.5,1,0
22.39,931.75,26.1,0.004369525,33.5,1,0
22.39,928.6666667,26.1,0.004369525,28.66666667,1,0
22.39,930.5,26.1,0.004369525,46,1,0
22.39,923.25,26.1,0.004369525,53,1,0
22.39,921,26.1,0.004369525,71.5,1,0
22.34,916.5,26.1,0.004356163,103,1,0
22.32333333,912.3333333,26.1,0.004351717,91.66666667,1,0
22.29,902.25,26.1,0.004342837,90,1,0
22.29,903,26.1,0.004342837,81.66666667,1,0
22.29,898.5,26.1,0.004342837,112.75,1,0
22.29,900.3333333,26.16666667,0.004354007,334.3333333,1,1
22.29,893.75,26.15,0.004351215,472.25,1,1
22.29,892.5,26.1,0.004342837,503.5,1,0
22.2675,883.5,26.1725,0.004348983,567.5,1,0
22.29,879.25,26.29,0.004374674,569.25,1,0
22.29,887.3333333,26.26,0.004369647,490.6666667,1,0
22.29,890,26.2,0.004359593,487.3333333,1,0
22.29,891.25,26.2,0.004359593,500,1,0
22.29,891,26.2,0.004359593,524,1,0
22.29,881,26.175,0.004355404,545.3333333,1,0
22.315,866.25,26.1,0.004349495,520.6,1,0
22.29,864.6666667,26.1,0.004342837,509,1,0
22.34,870,26.1,0.004356163,476.5,1,0
22.315,862,26.1,0.004349495,471.5,1,0
22.29,857.5,26.1,0.004342837,464,1,0
22.29,851.3333333,26.1,0.004342837,464,1,0
22.29,846.75,26.1,0.004342837,459,1,0
22.29,844.6666667,26.1,0.004342837,459,1,0
22.29,843,26.1,0.004342837,454.75,1,0
22.29,840.5,26.1,0.004342837,444,1,0
22.29,831.25,26.025,0.004330271,456,1,0
22.29,829,26,0.004326082,461,1,0
22.29,825.5,26,0.004326082,461.5,1,0
22.29,813.6666667,26,0.004326082,464,1,0
22.29,819,26,0.004326082,476.5,1,0
22.29,819.5,26,0.004326082,489,1,0
22.29,810,25.945,0.004316867,489,1,0
22.29,809.5,25.945,0.004316867,484,1,1
22.29,801,25.96333333,0.004319939,454,1,1
22.2675,795,25.89,0.004301716,451,1,0
22.2675,785,25.89,0.004301716,449.5,1,0
22.2675,795,25.9175,0.004306317,449.5,1,0
22.29,795.25,25.92666667,0.004313796,453,1,0
22.245,797.5,25.89,0.004295788,451.75,1,0
22.29,797,25.89,0.004307653,459,1,0
22.2675,795.5,25.89,0.004301716,459,1,0
22.2675,784.5,25.865,0.004297534,464,1,0
22.29,775.5,25.89,0.004307653,454,1,0
22.23,777.3333333,25.82333333,0.004280711,454,1,0
22.2225,775.5,25.8925,0.004290283,448,1,0
22.2,780,25.96,0.004295614,453,1,1
22.2225,781.5,25.99,0.00430655,444,1,1
22.2,776.75,26.1225,0.00432269,444,1,1
22.2,782,26.05,0.00431061,444,1,1
22.2,788.6,26.213,0.00433777,441.9,1,1
22.2,795.2,26.376,0.004364933,439.8,1,1
22.2,818.5,26.6,0.004402265,442.5,1,1
22.2,828.3333333,26.66666667,0.004413376,447,1,1
22.2,837,26.745,0.004426433,443.5,1,1
22.2,832.6666667,26.82333333,0.00443949,441,1,1
22.2,847.5,26.945,0.004459771,438,1,1
22.2,849,27,0.00446894,438,1,1
22.2,850,26.9175,0.004455187,438,1,1
22.2,842.5,26.9175,0.004455187,447,1,1
22.2,839,27.1,0.004485611,441,1,1
22.245,847.75,27.125,0.004502188,438,1,1
22.2,860,27.19666667,0.004501727,441,1,1
22.2,885.75,27.4175,0.004538547,438,1,1
22.2,910,27.5,0.004552304,429,1,1
22.2675,917.25,27.4225,0.004558213,429,1,1
22.2,919.75,26.8975,0.004451853,438,1,1
22.23,932,27.73,0.004599115,441,1,1
22.2,942,27.745,0.00459316,438,1,1
22.2675,959.75,28.025,0.004659112,429,1,1
22.2,966.5,28,0.00463569,444,1,1
22.2,970.6666667,28.1,0.00465237,451,1,1
22.245,988.75,28.2225,0.004685722,454,1,1
22.2225,996.75,28.2225,0.004679259,465.25,1,1
22.2225,1012,28.3675,0.004703482,474.5,1,1
22.29,1021,28.39,0.004726771,479,1,1
22.245,1019.5,28.245,0.004689486,525.5,1,1
22.29,1020,28.39,0.004726771,515,1,1
22.29,1037,28.5,0.004745225,494,1,1
22.29,1047,28.42666667,0.004732922,487.3333333,1,1
22.315,1051,28.39,0.004734022,474.5,1,1
22.32333333,1052.333333,28.39,0.004736442,486,1,1
22.29,1048.333333,28.35666667,0.004721179,502.3333333,1,1
22.29,1050.5,28.34,0.004718383,540.5,1,1
22.34,1052.25,28.39,0.004741284,504,1,1
22.39,1053,28.2,0.004723766,489,1,1
22.39,1051,28.2,0.004723766,490.25,1,1
22.39,1049.666667,28.29333333,0.004739519,536.3333333,1,1
22.39,1054,28.39,0.004755836,532,1,1
22.39,1067.75,28.2925,0.004739378,543,1,1
22.42666667,1066.333333,28.2,0.00473439,543,1,1
22.445,1066.5,28.245,0.004747331,543,1,1
22.5,1081,28.365,0.004783741,533.25,1,1
22.46333333,1081.333333,28.32666667,0.004766511,527,1,1
22.5,1084.5,28.3175,0.004775668,534,1,1
22.55,1082.5,28.3175,0.004790309,530,1,1
22.5,1087.5,28.34,0.004779492,524,1,1
22.525,1094,28.39,0.004795324,526.25,1,1
22.5,1103.333333,28.39,0.004787989,522,1,1
22.5,1099.333333,28.03333333,0.00472738,517,1,1
22.525,1085,28.025,0.004733203,513.5,1,1
22.575,1086.25,28.22,0.004780998,524,1,1
22.6,1103,28.2,0.004784898,513.5,1,1
22.6,1106.75,28.245,0.004792592,513.5,1,1
22.5,1104,28.29,0.004770995,513.5,1,1
22.6,1102.25,28.315,0.004804562,518,1,1
22.55,1097.5,28.2675,0.004781786,520.75,1,1
22.6,1100,28.29,0.004800287,525,1,1
22.6,1101,28.245,0.004792592,524.8333333,1,1
22.6,1102,28.2,0.004784898,524.6666667,1,1
22.6,1102.5,28.39,0.004817386,489,1,1
22.6,1114,28.39,0.004817386,474,1,1
22.6,1112,28.34,0.004808837,474,1,1
22.6,1113.5,28.1725,0.004780196,472.75,1,1
22.6,1105.25,28.1475,0.004775922,471.5,1,1
22.6,1104.333333,28.23,0.004790028,464,1,1
22.6,1107.333333,28.13333333,0.004773499,469,1,1
22.575,1108.25,28,0.004743442,465.25,1,1
22.6,1101.666667,28,0.004750703,454,1,1
22.55,1097,27.82,0.004705513,450.25,1,1
22.525,1092.25,27.815,0.004697468,449.5,1,1
22.5,1102.75,27.815,0.004690284,454.75,1,1
22.5,1097,27.745,0.004678392,449.5,1,1
22.525,1086.333333,27.7,0.0046779,454.75,1,1
22.55,1092,27.7,0.004685063,454.75,1,1
22.5,1085,27.6,0.004653759,460,1,1
22.5,1084,27.7,0.004670747,460,1,1
22.5,1076.25,27.6,0.004653759,436.5,1,1
22.5,1060.666667,27.33,0.004607896,460,1,1
22.55,1051.5,27.445,0.004641612,449.5,1,1
22.5,1062,27.4725,0.0046321,460.75,1,1
22.5,1068.333333,27.39,0.004618087,461,1,1
22.5,1074,27.34,0.004609594,454,1,1
22.5,1072,27.29,0.004601102,469,1,1
22.5,1068,27.315,0.004605348,469,1,1
22.5,1072,27.29,0.004601102,479.6666667,1,1
22.5,1072.75,27.2225,0.004589637,476.75,1,1
22.5,1074,27.2225,0.004589637,476.5,1,1
22.5,1069,27.2,0.004585816,474,1,1
22.5,1068.25,27.15,0.004577324,481.5,1,1
22.5,1079.75,27.2225,0.004589637,474,1,1
22.4725,1085,27.1975,0.004577678,479,1,1
22.5,1066,27.16666667,0.004580154,469,1,1
22.5,1063.5,27.125,0.004573078,474,1,1
22.5,1065.5,27.15,0.004577324,469,1,1
22.5,1071.25,27.125,0.004573078,474,1,1
22.5,1068,27.06666667,0.004563171,479,1,1
22.5,1064.75,27.1,0.004568832,478.5,1,1
22.5,1070.75,27.1,0.004568832,478.5,1,1
22.5,1072.333333,27.1,0.004568832,477,1,1
22.5,1079.25,27.025,0.004556095,470.25,1,1
22.5,1063.5,27,0.00455185,469,1,1
22.5,1074.333333,27,0.00455185,460.6666667,1,1
22.5,1068.75,26.9725,0.00454718,465.25,1,1
22.5,1064,26.73333333,0.004506567,452.3333333,1,1
22.5,1048.5,26.925,0.004539113,446.5,1,1
22.5,1054.5,26.9725,0.00454718,449.5,1,1
22.5,1055.5,27.05,0.004560341,460,1,1
22.445,1064,26.9,0.004519625,456,1,1
22.4175,1063.25,26.82,0.004498504,456,1,1
22.39,1078,26.69666667,0.004470133,444,1,1
22.39,1067.333333,26.96333333,0.004515109,444,1,1
22.39,1074.75,27.0225,0.004525088,454.75,1,1
22.39,1077.333333,26.82333333,0.004491496,453,1,1
22.39,1072.75,26.84,0.004494307,449.5,1,1
22.39,1074.25,26.745,0.004478285,449.5,1,1
22.39,1074,26.79,0.004485874,456,1,1
22.35666667,1068.333333,26.73,0.004466625,449.3333333,1,1
22.39,1062.75,26.5725,0.004449194,444,1,1
22.39,1056.5,26.675,0.004466479,444,1,1
22.39,1054,26.695,0.004469852,444,1,1
22.39,1068,26.745,0.004478285,444,1,1
22.39,1074,26.79,0.004485874,444,1,1
22.4175,1078.75,26.65,0.004469785,444,1,1
22.4725,1077.5,26.745,0.004500966,429,1,1
22.445,1077.5,26.695,0.004484933,429,1,1
22.445,1083.25,26.745,0.004493394,429,1,1
22.42666667,1088,26.69666667,0.004480183,429,1,1
22.39,1086,26.79,0.004485874,438,1,1
22.42666667,1087.666667,26.73,0.004485817,441,1,1
22.39,1075,26.5475,0.004444978,438,1,1
22.39,1067.75,26.4175,0.004423057,438,1,1
22.39,1064,26.53333333,0.004442589,441,1,1
22.39,1063.25,26.456,0.004429549,438,1,1
22.39,1065.5,26.26,0.0043965,432.75,1,1
22.39,1068.666667,26.42666667,0.004424603,444,1,1
22.39,1073.25,26.4175,0.004423057,444,1,1
22.39,1061.5,26.34,0.004409989,444,1,1
22.39,1060.333333,26.32333333,0.004407179,444,1,1
22.39,1057.333333,26.46333333,0.004430785,444,1,1
22.39,1056.25,26.015,0.004355195,444,1,1
22.39,1046,26.045,0.004360252,429,1,1
22.39,1049.666667,26.29,0.004401559,435,1,1
22.39,1052.75,26.2675,0.004397765,438,1,1
22.39,1044.5,26.29,0.004401559,438,1,1
22.39,1053.666667,26.32333333,0.004407179,441,1,1
22.35666667,1059,26.32333333,0.00439819,441,1,1
22.39,1067.25,26.34,0.004409989,438,1,1
22.365,1067.25,26.29,0.004394824,438,1,1
22.32333333,1065.333333,26.39,0.004400411,441,1,1
22.34,1068.75,26.39,0.004404907,438,1,1
22.34,1074.75,26.39,0.004404907,447,1,1
22.32333333,1076.333333,26.46333333,0.004412726,447,1,1
22.365,1077.5,26.4725,0.004425549,447,1,1
22.315,1073,26.3425,0.004390193,438,1,1
22.34,1068,26.145,0.004363726,438,1,1
22.29,1061.75,26.1425,0.004349958,438,1,1
22.29,1045.666667,25.7,0.004275822,441,1,1
22.29,1041.5,26.22,0.004362944,438,1,1
22.29,1051,26.2425,0.004366714,442.5,1,1
22.29,1059.25,26.125,0.004347026,438,1,1
22.315,1065,26.2,0.004366277,438,1,1
22.29,1064.75,26.175,0.004355404,442.5,1,1
22.29,1054.666667,26.1,0.004342837,441,1,1
22.29,1042.5,25.995,0.004325244,447,1,1
22.2675,1039,25.8925,0.004302135,438,1,1
22.29,1036.333333,25.89,0.004307653,447,1,1
22.29,1036.5,25.89,0.004307653,447,1,1
22.29,1038.666667,25.85666667,0.004302068,433,1,1
22.245,1030.5,25.7225,0.004267805,433,1,1
22.23,1023.666667,25.66666667,0.004254563,433,1,1
22.29,1019.5,25.6,0.004259071,433,1,1
22.245,1010,25.55,0.004238989,433,1,1
22.2675,1002.75,25.575,0.004249021,433,1,1
22.29,1002.333333,25.56666667,0.004253488,433,1,1
22.2675,998.75,25.4975,0.004236057,433,1,1
22.245,1002,25.55,0.004238989,433,1,1
22.29,1002.25,25.5,0.004242321,433,1,1
22.29,1001.5,25.5,0.004242321,433,1,1
22.29,998.5,25.445,0.004233108,433,1,1
22.29,990.75,25.2,0.004192075,433,1,1
22.29,991,25.23,0.004197099,433,1,1
22.245,986,25.15,0.00417218,433,1,1
22.29,976.25,25.2675,0.004203379,433,1,1
22.29,966,25.2,0.004192075,433,1,1
22.29,966.3333333,25.2,0.004192075,433,1,1
22.29,967.5,25.15,0.004183701,433,1,1
22.29,970,25.03,0.004163605,433,1,1
22.2225,954.75,24.865,0.004118903,433,1,1
22.26,951.6666667,24.82666667,0.004121974,433,1,1
22.245,940.75,24.89,0.004128762,433,1,1
22.245,935.5,24.89,0.004128762,433,1,1
22.2225,933.25,24.84,0.004114734,433,1,1
22.2,937.6666667,24.7,0.004085752,433,1,1
22.2,938,24.7,0.004085752,433,1,1
22.2,933.5,24.7,0.004085752,433,1,1
22.2,925.5,24.7,0.004085752,433,1,1
22.2,921,24.65,0.004077427,433,1,1
22.2,920.3333333,24.56666667,0.004063552,433,1,1
22.2,912.25,24.55,0.004060778,433,1,1
22.2,913,24.334,0.004024818,429.5,1,1
22.2,903,24.34,0.004025817,433,1,1
22.2,905.5,24.395,0.004034973,433,1,1
22.2,907,24.34,0.004025817,433,1,1
22.2,903,24.35666667,0.004028591,433,1,1
22.175,900.5,24.39,0.004027962,433,1,1
22.175,900.25,24.365,0.004023807,433,1,1
22.2,900.5,24.365,0.004029979,433,1,1
22.13333333,898.6666667,24.29,0.004001106,433,1,1
22.15,892,24.2225,0.003993996,433,1,1
22.13333333,886,24.2,0.003986186,433,1,1
22.1,884.25,24.2675,0.003989211,433,1,1
22.1,887,24.245,0.003985489,433,1,1
22.1,884,24.29,0.003992934,433,1,1
22.125,878.5,24.2675,0.003995333,433,1,1
22.13333333,887,24.26,0.003996132,433,1,1
22.125,882.25,24.15,0.003975865,433,1,1
22.1,879.25,24.0725,0.003956952,433,1,1
22.1,866,23.99666667,0.003944408,433,1,1
22.1,866,24.12,0.00396481,433,1,1
22.06666667,863,23.92666667,0.003924796,433,1,1
22.025,853.25,23.945,0.003917793,433,1,1
22,858,23.92666667,0.003908772,433,1,1
22,852.5,23.89,0.003902744,433,1,1
22,850.6666667,23.89,0.003902744,433,1,1
22.025,847,23.9175,0.003913265,433,0,1
22,840.6666667,23.89,0.003902744,433,0,1
22.075,839,23.9725,0.003934372,426,0,1
22.025,845.5,24.0475,0.003934669,213,0,1
22,844,24.1,0.003937268,0,0,0
22,846.6666667,24.1,0.003937268,0,0,0
22,852,24.1,0.003937268,0,0,0
21.945,851,23.795,0.003874025,0,0,0
21.89,824.6666667,23.85666667,0.00387103,0,0,0
21.89,817,23.84,0.003868308,0,0,0
21.84,813.6666667,23.745,0.003840981,0,0,0
21.84,805,23.745,0.003840981,0,0,0
21.79,807,23.7,0.003821894,0,0,0
21.79,800,23.745,0.003829196,0,0,0
21.79,781,23.7,0.003821894,0,0,0
21.745,776.5,23.55,0.003787066,0,0,0
21.7,771,23.7,0.003800801,0,0,0
21.7,775,23.66666667,0.003795423,0,0,0
21.7,771,23.66666667,0.003795423,0,0,0
21.7,763,23.39,0.003750786,0,0,0
21.7,755,23.55,0.003776599,0,0,0
21.6,754,23.6,0.00376145,0,0,0
21.7,755,23.6,0.003784667,0,0,0
21.6,754.6666667,23.39333333,0.003728313,0,0,0
21.6,751.5,23.55,0.003753433,0,0,0
21.6,748.5,23.5,0.003745416,0,0,0
21.55,745.5,23.5,0.003733904,0,0,0
21.55,749,23.445,0.003725113,0,0,0
21.56666667,746.6666667,23.5,0.003737738,0,0,0
21.55,738.5,23.5,0.003733904,0,0,0
21.5,732.5,23.35,0.003698522,0,0,0
21.5,725.5,23.26,0.003684182,0,0,0
21.5,711.6666667,23.245,0.003681792,0,0,0
21.5,705.6666667,23.23,0.003679402,0,0,0
21.5,702.5,23.05,0.003650725,0,0,0
21.39,702.5,23.05,0.003626065,0,0,0
21.39,698.5,22.945,0.003609451,0,0,0
21.39,698,22.79,0.003584928,0,0,0
21.39,677.5,22.695,0.003569898,0,0,0
21.34,672,22.55,0.003536044,0,0,0
21.29,666.5,22.6,0.003533018,0,0,0
21.32333333,664.3333333,22.53333333,0.003529786,0,0,0
21.34,660.5,22.395,0.003511601,0,0,0
21.34,654,22.395,0.003511601,0,0,0
21.29,650,21.945,0.003430059,0,0,0
21.29,635.5,21.85,0.003415129,0,0,0
21.245,634,21.745,0.003389208,0,0,0
21.2,631.5,21.745,0.003379811,0,0,0
21.2,631,21.995,0.003418882,0,0,0
21.245,637.5,22.1,0.003444845,0,0,0
21.29,640,22.1,0.00345442,0,0,0
21.29,638.6666667,21.86333333,0.003417224,0,0,0
21.29,628,21.5,0.003360128,0,0,0
21.29,617,21.34,0.003334989,0,0,0
21.2,612.3333333,21.16666667,0.003289446,0,0,0
21.2,609,21.56666667,0.003351944,0,0,0
21.2,616,21.6,0.003357152,0,0,0
21.2,614,21.55,0.003349339,0,0,0
21.2,613.5,21.445,0.003332933,0,0,0
21.2,611.5,21.195,0.003293872,0,0,0
21.2,600,21.2,0.003294654,0,0,0
21.2,599,21.35666667,0.003319131,0,0,0
21.2,592.6666667,21.06666667,0.003273823,0,0,0
21.2,593,21.23,0.003299341,0,0,0
21.2,586,21.2,0.003294654,0,0,0
21.2,585,21.2,0.003294654,0,0,0
21.29,592.5,21.1,0.003297283,0,0,0
21.29,593,21.1,0.003297283,0,0,0
21.29,583,20.89,0.003264294,0,0,0
21.29,579.3333333,20.65,0.003226597,0,0,0
21.29,578,20.89,0.003264294,0,0,0
21.29,570.5,20.7475,0.003241911,0,0,0
21.29,571,20.795,0.003249372,0,0,0
21.29,571,20.65,0.003226597,0,0,0
21.245,563.5,20.79,0.003239585,0,0,0
21.2,560.5,20.495,0.00318453,0,0,0
21.2,556,20.39333333,0.003168652,0,0,0
21.2,550.25,20.3225,0.003157591,0,0,0
21.2,544.5,20.1225,0.00312636,0,0,0
21.2,547.6666667,20.22666667,0.003142625,0,0,0
21.2,545,20,0.003107232,0,0,0
21.1,536,20.2,0.003119155,0,0,0
21.1,538,20.1,0.003103636,0,0,0
21.1,539.5,20.195,0.003118379,0,0,0
21.1,542.5,20.245,0.003126138,0,0,0
21.15,539,20.245,0.0031358,0,0,0
21.1,532.3333333,20.03333333,0.003093291,0,0,0
21.15,534,20,0.003097662,0,0,0
21.15,538.5,20,0.003097662,0,0,0
21.2,538,19.96333333,0.003101507,0,0,0
21.2,539.5,19.995,0.003106451,0,0,0
21.2,531,19.895,0.003090838,0,0,0
21.2,526.5,20,0.003107232,0,0,0
21.2,522,19.96333333,0.003101507,0,0,0
21.2,526,19.895,0.003090838,0,0,0
21.2,522.6666667,19.945,0.003098645,0,0,0
21.2,525.3333333,19.84,0.003082251,0,0,0
21.2,516.3333333,19.79,0.003074445,0,0,0
21.15,520,19.65,0.003043188,0,0,0
21.1,515.5,19.795,0.00305631,0,0,0
21.1,513.5,19.79,0.003055534,0,0,0
21.1,517,19.79,0.003055534,0,0,0
21.1,517,19.79,0.003055534,0,0,0
21.175,514.75,19.79,0.003069708,0,0,0
21.2,510,19.63,0.003049466,0,0,0
21.1,503.5,19.29,0.002977965,0,0,0
21.1,502,19.39,0.002993478,0,0,0
21.1,498.5,19.65,0.003033813,0,0,0
21.075,498.5,19.65,0.003029135,0,0,0
21.05,502.5,19.6,0.00301673,0,0,0
21.1,505,19.7,0.00304157,0,0,0
21.15,506.5,19.55,0.003027626,0,0,0
21.15,500,19.445,0.003011286,0,0,0
21.2,496,19.6,0.003044783,0,0,0
21.175,499.25,19.4425,0.003015544,0,0,0
21.16666667,497.6666667,19.49666667,0.003022432,0,0,0
21.15,497,19.55,0.003027626,0,0,0
21.1,498,19.5,0.003010542,0,0,0
21.2,495,19.39,0.003012003,0,0,0
21.2,491.5,19.34,0.003004198,0,0,0
21.15,491,19.395,0.003003506,0,0,0
21.16666667,493,19.5,0.003022951,0,0,0
21.1,489,19.5,0.003010542,0,0,0
21.2,485.5,19.445,0.003020588,0,0,0
21.2,488.5,19.39,0.003012003,0,0,0
21.2,486,19.39,0.003012003,0,0,0
21.2,488.5,19.445,0.003020588,0,0,0
21.2,490,19.29,0.002996394,0,0,0
21.2,491,19.39,0.003012003,0,0,0
21.2,487,19.245,0.00298937,0,0,0
21.2,485.5,19.34,0.003004198,0,0,0
21.2,484.5,19.29,0.002996394,0,0,0
21.2,491,19.29,0.002996394,0,0,0
21.2,485,19.29,0.002996394,0,0,0
21.2,484.5,19.29,0.002996394,0,0,0
21.2,482,19.29,0.002996394,0,0,0
21.2,491.25,19.315,0.003000296,0,0,0
21.2,486.5,19.34,0.003004198,0,0,0
21.2,481,19.39,0.003012003,0,0,0
21.2,480,19.39,0.003012003,0,0,0
21.2,483.5,19.34,0.003004198,0,0,0
21.2,481.3333333,19.39,0.003012003,0,0,0
21.2,484.3333333,19.39,0.003012003,0,0,0
21.2,479.6666667,19.39,0.003012003,0,0,0
21.2,479,19.39,0.003012003,0,0,0
21.2,477.5,19.39,0.003012003,0,0,0
21.2,483,19.39,0.003012003,0,0,0
21.15,482,19.39,0.003002728,0,0,0
21.2,483.25,19.39,0.003012003,0,0,0
21.2,477,19.39,0.003012003,0,0,0
21.2,479,19.35666667,0.0030068,0,0,0
21.2,482.5,19.39,0.003012003,0,0,0
21.2,474,19.39,0.003012003,0,0,0
21.2,473,19.39,0.003012003,0,0,0
21.2,472,19.39,0.003012003,0,0,0
21.2,472.5,19.39,0.003012003,0,0,0
21.2,475,19.445,0.003020588,0,0,0
21.2,475,19.39,0.003012003,0,0,0
21.2,477.5,19.445,0.003020588,0,0,0
21.15,474,19.5,0.003019845,0,0,0
21.16666667,474.6666667,19.5,0.003022951,0,0,0
21.1,470.5,19.5,0.003010542,0,0,0
21.1,474.3333333,19.5,0.003010542,0,0,0
21.1,483,19.5,0.003010542,0,0,0
21.1,484,19.6,0.003026056,0,0,0
21.03333333,479.3333333,19.53333333,0.003003327,0,0,0
21,479.5,19.6,0.00300743,0,0,0
21,473,19.6,0.00300743,0,0,0
21,470,19.6,0.00300743,0,0,0
21,464,19.6,0.00300743,0,0,0
21,463.5,19.7,0.003022848,0,0,0
21,467.5,19.7,0.003022848,0,0,0
21,476,19.7,0.003022848,0,0,0
21,474,19.76,0.0030321,0,0,0
21,471,19.79,0.003036726,0,0,0
21,472,19.79,0.003036726,0,0,0
21,472,19.79,0.003036726,0,0,0
21,474.25,19.79,0.003036726,0,0,0
20.9725,473,19.79,0.003031571,0,0,0
21,469,19.79,0.003036726,0,0,0
20.96333333,472.6666667,19.79,0.003029855,0,0,0
21,473,19.79,0.003036726,0,0,0
20.89,471.5,19.79,0.003016154,0,0,0
20.96333333,471.3333333,19.79,0.003029855,0,0,0
21,469,19.79,0.003036726,0,0,0
20.89,471,19.89,0.003031469,0,0,0
20.89,470,19.84,0.003023812,0,0,0
20.89,469.5,19.89,0.003031469,0,0,0
20.89,464,19.89,0.003031469,0,0,0
20.89,467,19.89,0.003031469,0,0,0
20.89,472,19.92666667,0.003037085,0,0,0
20.89,469.5,19.945,0.003039893,0,0,0
20.89,470.5,20,0.003048317,0,0,0
20.89,470,20,0.003048317,0,0,0
20.89,469,20,0.003048317,0,0,0
20.89,468.5,20,0.003048317,0,0,0
20.89,467.3333333,20,0.003048317,0,0,0
20.89,467,20,0.003048317,0,0,0
